# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
12040,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the periphery from 0-15 min for males and females [n beam breaks]
12041,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the periphery from 15-30 min for males and females [n beam breaks]
12042,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the periphery from 30-45 min for males and females [n beam breaks]
12043,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the periphery from 45-60 min for males and females [n beam breaks]
12044,Central nervous system; behavior: Novel open field behavior; percentage of locomotion in the periphery for males and females [%]
12045,Central nervous system; behavior: Novel open field behavior; locomotion in the periphery from 0-60 min for males and females [n beam breaks]
12046,Central nervous system; behavior: Novel open field behavior; locomotion in the periphery from 0-60 min for males and females [cm]
12047,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the periphery from 0-60 min for males and females [n beam breaks]
12048,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 0-60 min after injection for males and females [n beam breaks]
12049,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 0-60 min after injection for males and females [cm]
12050,Central nervous system; behavior: Saline control response (10 ml/kg); open field behavior; vertical activity (rears) 0-60 min after injection for males and females [n beam breaks/60 min]
12051,Central nervous system; pharmacology; behavior: Cocaine response (2 x 10 mg/kg ip); sensitization; locomotion after the second injection minus locomotion after the first injection for males and females [difference in cm/1 hr test; positive values indicate sensitization]
12052,Central nervous system; pharmacology; behavior: Cocaine response (2 x 10 mg/kg; ip); locomotion from 0-60 min after the second injection in sensitization test for males and females [n beam breaks; positive values indicate sensitization]
12053,Central nervous system; pharmacology; behavior: Cocaine response (2 x 10 mg/kg; ip); locomotion from 0-60 min after the second injection in sensitization test for males and females [cm; positive values indicate sensitization]
12054,Central nervous system; pharmacology; behavior: Cocaine response (2 x 10 mg/kg ip); sensitization; change in vertical activity (rears) for males and females between first and second injections [difference in n/1 hr test; positive values indicate sensitization]
12055,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 0-15 min after injection for males and females [n beam breaks/15 min]
12056,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 15-30 min after injection for males and females [n beam breaks/15 min]
12057,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 30-45 min after injection for males and females [n beam breaks/15 min]
12058,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 45-60 min after injection for males and females [n beam breaks/15 min]
12059,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 0-15 min after injection for males and females [cm]
12060,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 15-30 min after injection for males and females [cm]
12061,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 30-45 min after injection for males and females [cm]
12062,Central nervous system; behavior: Saline control response (10 ml/kg ip); locomotion in an open field from 45-60 min after injection for males and females [cm]
12063,Central nervous system; behavior: Saline control response (10 mg/kg ip); open field behavior; vertical activity (rears) 0-15 min after injection for males and females [n beam breaks/15 min]
12064,Central nervous system; behavior: Saline control response (10 mg/kg ip); open field behavior; vertical activity (rears) 15-30 min after injection for males and females [n beam breaks/15 min]
12065,Central nervous system; behavior: Saline control response (10 mg/kg ip); open field behavior; vertical activity (rears) 30-45 min after injection for males and females [n beam breaks/15 min]
12066,Central nervous system; behavior: Saline control response (10 mg/kg ip); open field behavior; vertical activity (rears) 45-60 min after injection for males and females [n beam breaks/15 min]
12067,Central nervous system; pharmacology; behavior: Novel open field behavior; locomotion in the center and periphery from 0-60 min for males and females in the cocaine test battery [n beam breaks]
12068,Central nervous system; pharmacology; behavior: Novel open field behavior; locomotion in the center and periphery from 0-60 min for males and females in the cocaine test battery [cm]
12069,Central nervous system; behavior: Novel open field behavior; vertical activity (rears) in the center and periphery from 0-60 min for males and females in the cocaine test battery [n beam breaks]
12070,Central nervous system; adult neurogenesis: BrdU-labeled cells in the rostral migratory stream 1 hr after BrdU injection for adult males and females [density]
12071,Endocrinology; morphology: Adrenal weight (left) of males and females [mg]
12072,Endocrinology; morphology: Adrenal weight (right) of males and females [mg]
12073,Metabolism; blood chemistry: Albumin-to-creatinine ratio  (ABR) baseline control in males at 10-12 weeks of age [ratio of ug/mg]
12226,Urogenital system; kidney; morphology: Wilms tumor 1 homolog positive cell density in glomerular sections in males (8-20 wks of age) [WT1-positive cell number per 1000 um2 glomerular area]
12227,Urogenital system; kidney; morphology: Podocytes per glomerulus in males (8-20 wks) [number per glomerulus in cross sectioned material]
12228,Urogenital system; kidney; morphology: Glomerular section area (GSA) in glomeruli of males (8-20 wks of age) [um^2]
12229,Urogenital system; kidney; morphology: Kidney weight of males at 8-20 wk [mg] 
12230,Urogenital system; kidney; morphology: Wilms tumor 1 homolog positive cells per glomerular section in males (8-20 wks of age) [WT1-positive cells/glomerular section]
12231,Urogenital system; kidney; morphology: Kidney weight/body weight ratio in males (8 - 20 wks) [mg/g]
12232,Urogenital system; kidney; morphology: Glomerular cells per glomerular section in males (8 to 20 weeks of age) [cell density]
12296,Central nervous system; behavior: Central motor pattern generation (CPG); mean primary interlick interval (MPI; time between licks) for 0.1 M sucrose over 20 min (Davis MS160 lickometer); male and female adults [mSec]
