# Physical map for Maize MAGIC from Dell'acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41325
# ncol 3
marker,chr,pos_cM
PZE.101246140,1,292.029244
PUT.163a.60346285.2549,1,292.163743
PZE.101246274,1,292.16609
SYN3287,1,292.179301
SYN3286,1,292.211364
PZE.101246418,1,292.214606
SYN3282,1,292.225618
PZE.101246363,1,292.299942
SYN12776,1,292.356655
PZE.101246580,1,292.414188
PZE.101246660,1,292.417997
SYN12784,1,292.426417
SYN12796,1,292.426697
SYN12792,1,292.427178
SYN12798,1,292.427908
SYN12783,1,292.428145
SYN12788,1,292.428364
SYN12795,1,292.428554
SYN12801,1,292.428859
SYN12800,1,292.428919
SYN12807,1,292.429276
SYN12806,1,292.429324
SYN12790,1,292.435507
SYN12780,1,292.435699
SYN12779,1,292.437028
SYN12789,1,292.481024
SYN12804,1,292.490156
PZE.101246842,1,292.601803
SYN21363,1,292.607245
SYN21365,1,292.607576
PZE.101247063,1,292.657571
SYN26418,1,292.734476
SYN26420,1,292.738523
PZE.101247096,1,292.751253
SYN26421,1,292.751695
PUT.163a.33467364.2021,1,292.873773
PUT.163a.33467364.2020,1,292.873781
PZD00069.3,1,292.96816
PZD00069.4,1,292.969323
SYN2024,1,293.086258
SYN2021,1,293.118818
SYNGENTA15826,1,293.214818
PZA00276.18,1,293.227837
PUT.163a.14244221.316,1,293.228021
PUT.163a.14244221.318,1,293.228102
SYN29074,1,293.241161
ZM015203.0270,1,293.242509
SYNGENTA16358,1,293.242621
PZE.101247830,1,293.34658
PZE.101248001,1,293.404559
PZE.101248008,1,293.405579
PZE.101248148,1,293.53176
PZE.101248149,1,293.53195
PZE.101248317,1,293.596755
SYN38691,1,293.705568
PZE.101248459,1,293.706311
PZE.101248473,1,293.706632
SYN38690,1,293.706766
SYN38692,1,293.715253
PZE.101248704,1,293.724839
SYN15620,1,293.871676
PZA00235.8,1,293.872835
PZA00235.9,1,293.872894
SYN15622,1,293.884958
SYN15626,1,293.885259
SYN15630,1,294.007806
SYN15629,1,294.00782
SYN15628,1,294.00791
SYN15627,1,294.008133
PZE.101248810,1,294.008339
SYN38321,1,294.009358
SYN38320,1,294.074351
SYN38325,1,294.074541
PZE.101249114,1,294.161462
SYN21640,1,294.174711
PZE.101249153,1,294.174792
PZE.101249154,1,294.175919
PZE.101249157,1,294.176316
PZE.101249180,1,294.177868
SYN21642,1,294.212137
SYN21645,1,294.213397
SYN21647,1,294.213406
PZE.101249399,1,294.215752
PZE.101249550,1,294.715489
PZE.101249551,1,294.716336
SYN31870,1,294.808275
PZA00623.3,1,294.809184
PZE.101249607,1,294.81974
PZE.101249681,1,294.965849
PZE.101249703,1,294.974385
SYN26282,1,295.004417
SYN26278,1,295.098536
PZA02359.10,1,295.098628
SYN26276,1,295.09984
SYN16869,1,295.143006
SYN16863,1,295.143182
SYN16865,1,295.147839
SYN16866,1,295.147929
SYN16870,1,295.148011
SYN16864,1,295.148487
SYN16858,1,295.149437
SYN16859,1,295.149503
SYN16867,1,295.150274
SYN16857,1,295.152569
SYN16862,1,295.188755
PUT.163a.148981747.666,1,295.189047
SYN16861,1,295.190053
SYN16874,1,295.192069
SYN8232,1,295.269473
SYN8230,1,295.385235
SYN8231,1,295.386725
SYN8238,1,295.387674
SYN8239,1,295.387953
SYN8240,1,295.389455
SYN8236,1,295.389756
SYN8235,1,295.389957
SYN8233,1,295.390677
SYN8228,1,295.391716
SYN8237,1,295.391882
PZE.101250478,1,295.42749
PUT.163a.76012177.3730,1,295.507524
PUT.163a.76012177.3732,1,295.507677
SYN415,1,295.523599
PZA01238.2,1,295.530696
PZA.001238001,1,295.530759
SYN410,1,295.531025
SYN408,1,295.531411
SYN416,1,295.555889
SYN413,1,295.570427
PZE.101250881,1,295.669827
PZE.101251110,1,295.841701
PZE.101251114,1,295.842782
SYN12422,1,295.843147
SYN12420,1,295.843156
PZE.101251251,1,295.956779
PZE.101251295,1,295.962149
PZE.101251367,1,295.96873
SYN36182,1,296.082326
PUT.163a.76290999.3950,1,296.082552
SYNGENTA12920,1,296.083884
SYNGENTA12924,1,296.08399
PZE.101251539,1,296.096236
SYN36179,1,296.103224
SYNGENTA1446,1,296.103336
SYN14016,1,296.246848
PZE.101251693,1,296.283217
SYN14020,1,296.337162
SYN14014,1,296.337765
SYN14012,1,296.339266
SYN14021,1,296.339603
SYN14019,1,296.339637
SYN14026,1,296.339715
SYN14022,1,296.339823
PZE.101251928,1,296.340455
PZE.101251968,1,296.361655
PZE.101251998,1,296.642806
SYN27349,1,296.651249
PZA00050.9,1,296.655989
PZE.101252027,1,296.656115
SYN27355,1,296.656228
PZE.101252072,1,296.701503
SYN27352,1,296.735243
SYN27354,1,296.735594
SYN27357,1,296.737526
SYN27356,1,296.738602
SYN27358,1,296.738703
SYN27361,1,296.738741
PZE.101252431,1,296.847376
PZE.101252367,1,296.849443
SYN32333,1,296.849814
SYN32334,1,296.849862
SYN32332,1,296.850786
SYN26859,1,296.927722
PUT.163a.60399514.2998,1,296.955307
PUT.163a.60346998.2564,1,296.955315
SYN38939,1,296.971427
SYN38940,1,296.971518
PZA00243.25,1,296.971793
SYN38945,1,296.979094
SYN38941,1,296.984259
SYN38937,1,296.984544
PZA00856.2,1,296.985656
SYN38938,1,297.07207
SYN2035,1,297.259609
SYN30053,1,297.383893
SYN30050,1,297.452662
SYN30061,1,297.45625
PZE.101253314,1,297.64495
PZE.101253359,1,297.68141
PZE.101253373,1,297.686891
PZE.101253379,1,297.687419
SYN32427,1,297.828241
SYN32424,1,297.82882
PZE.101253504,1,297.830339
PZE.101253570,1,297.836012
PZE.101253642,1,297.873882
SYN32423,1,297.874567
SYN25989,1,298.054248
PZE.101254368,1,298.35646
SYN200,1,298.37439
SYN204,1,298.404005
SYNGENTA11157,1,298.411637
PUT.163a.60350073.2631,1,298.412327
PUT.163a.50333877.2231,1,298.4124
PZE.101254612,1,298.492566
SYN6838,1,298.576662
SYN6844,1,298.580086
SYN6841,1,298.580641
SYN6849,1,298.580987
PZE.101254776,1,298.659422
SYN7054,1,298.767252
PZE.101255004,1,298.814922
SYN7057,1,298.815104
PZE.101255015,1,298.816297
SYN7047,1,298.816611
SYN7049,1,298.817705
SYN7056,1,298.81963
SYN7055,1,298.863607
PZE.101255156,1,298.902481
PZE.101255159,1,298.90309
SYN7059,1,298.905724
PZE.101255292,1,298.942975
SYN16573,1,298.95901
SYN16572,1,299.043828
PUT.163a.60399874.3008,1,299.046451
PUT.163a.60399874.3004,1,299.046556
SYN7988,1,299.04706
SYN7984,1,299.04873
SYN16574,1,299.065443
SYN7987,1,299.125059
SYN7994,1,299.125525
SYN7982,1,299.126436
SYN7981,1,299.126805
PUT.163a.74233390.3593,1,299.126937
SYN7985,1,299.126991
PZE.101255595,1,299.175421
SYN38953,1,299.201786
SYN38955,1,299.201795
SYN38948,1,299.20435
SYN38947,1,299.204433
PUT.163a.71433079.3301,1,299.276634
SYN38957,1,299.276777
PZA00477.5,1,299.276909
PZE.101255854,1,299.36206
PZE.101255981,1,299.471072
SYN16121,1,299.485582
SYN16118,1,299.485828
SYN16129,1,299.486093
SYN16130,1,299.486122
SYN16123,1,299.486179
SYN16120,1,299.486873
SYN16117,1,299.493127
SYN16124,1,299.498159
SYN16122,1,299.498166
PZE.101256073,1,299.541671
PZE.101256110,1,299.550615
PZB01937.2,1,299.607532
PZE.101256202,1,299.626294
PZE.101256211,1,299.627667
PZE.101256290,1,299.639032
PZE.101256289,1,299.63955
PUT.163a.78092903.4261,1,299.639718
PZE.101256362,1,299.784669
PZE.101256370,1,299.830208
PZE.101256380,1,299.869317
PZE.101256470,1,299.98045
PZE.101256542,1,300.061254
PZE.101256641,1,300.120433
PZE.101256707,1,300.15201
SYN20427,1,300.351784
SYN20424,1,300.353682
SYN20425,1,300.354184
PZE.101256851,1,300.363991
SYN297,1,300.504157
SYN290,1,300.510102
SYN289,1,300.513345
SYN296,1,300.514346
SYN295,1,300.516283
SYN293,1,300.516369
SYN292,1,300.516768
SYN294,1,300.516907
SYN301,1,300.520637
SYN300,1,300.520642
PZE.101257022,1,300.534309
PZE.101257104,1,300.723479
PZE.101257120,1,300.738351
PZE.101257137,1,300.801755
PZE.101257175,1,300.820013
PZE.101257177,1,300.820446
PZE.101257184,1,300.821424
ZM008024.0428,1,300.823129
PZE.101257235,1,300.879053
PZE.101257244,1,300.880684
PZE.101257260,1,300.923461
PZE.101257322,1,300.948489
PZE.101257312,1,301.004872
PZE.101257300,1,301.006118
PZE.101257334,1,301.016489
PZE.101257342,1,301.022599
PZE.101257354,1,301.071973
PZE.101257420,1,301.234553
PZE.101257475,1,301.310015
PZE.101257484,1,301.318338
PZE.101257510,1,301.375482
SYN1722,2,0.010232
PZE.102000007,2,0.01077
PZE.102000004,2,0.010913
PZE.102000079,2,0.138009
PZE.102000117,2,0.180241
PZE.102000272,2,0.60724
PZE.102000302,2,0.608974
PZE.102000318,2,0.658338
PZE.102000320,2,0.65876
SYN36798,2,0.7256
PZE.102000441,2,0.753167
SYN36799,2,0.754502
SYN36800,2,0.758017
SYN8429,2,0.844036
PZE.102000530,2,0.844248
PUT.163a.16922761.1076,2,0.846743
SYN8424,2,0.847654
SYN8428,2,0.848506
SYN8425,2,0.849046
SYN8431,2,0.849731
PZE.102000560,2,0.850482
PZE.102000584,2,0.853734
SYN8430,2,0.90019
SYN8423,2,0.901884
SYN788,2,0.936104
PZE.102000699,2,0.937938
SYN789,2,0.939339
PZE.102000722,2,0.949714
PZE.102000731,2,0.953964
PUT.163a.76280414.3829,2,0.961579
SYN5561,2,1.038962
SYN5559,2,1.044185
PZA00680.1,2,1.096957
PZE.102000839,2,1.139906
PZE.102000846,2,1.141187
PZE.102000849,2,1.14223
SYN5563,2,1.143965
SYN5565,2,1.144058
SYN6176,2,1.19003
PZE.102001095,2,1.210289
PZA00365.3,2,1.271483
SYN6173,2,1.283695
PUT.163a.78092140.4247,2,1.287574
SYN6180,2,1.291563
SYN6178,2,1.319887
SYN35313,2,1.363227
SYN35307,2,1.439921
SYN35309,2,1.443465
ZM013830.0402,2,1.464442
SYN20783,2,1.550548
SYNGENTA17111,2,1.55997
SYN20785,2,1.563041
SYN20781,2,1.565867
SYN11943,2,1.628969
PZE.102002003,2,1.636965
SYN11944,2,1.656049
PZE.102002360,2,1.726275
SYN4145,2,1.777461
SYN4126,2,1.778126
SYN4131,2,1.782553
SYN4121,2,1.816281
PZE.102002451,2,1.817361
SYN4141,2,1.819062
SYN4140,2,1.819112
SYN4122,2,1.820525
SYN4123,2,1.823037
SYN4125,2,1.825965
SYN4129,2,1.826259
PZE.102002492,2,1.826832
SYN4136,2,1.840303
SYN4138,2,1.840903
SYN4135,2,1.844093
PZE.102002992,2,1.97401
PZE.102003082,2,2.022617
PZE.102003182,2,2.039744
PZE.102003235,2,2.043524
PZE.102003236,2,2.043656
ZM012456.0435,2,2.052657
ZM011031.0464,2,2.072532
SYN148,2,2.116997
SYN154,2,2.117227
SYN156,2,2.117234
SYN157,2,2.117334
SYN152,2,2.122026
SYN146,2,2.122842
SYN7974,2,2.228585
SYN7975,2,2.228724
SYN7972,2,2.278965
SYN29818,2,2.374794
SYN29819,2,2.375356
PZE.102004688,2,2.500806
PZB02366.2,2,2.501067
PZA02133.10,2,2.501079
PHM13440.11,2,2.544671
SYN35,2,2.59971
SYN37,2,2.599721
SYN44,2,2.627021
SYN6306,2,2.790681
PZA02175.1,2,2.810664
SYN6307,2,2.810883
SYN6310,2,2.811599
PZE.102005341,2,2.813611
SYN14169,2,2.821725
SYN6045,2,3.021241
SYN6047,2,3.067636
PZA00902.1,2,3.08636
PZE.102005877,2,3.112251
PZE.102005843,2,3.11705
PZA.002264005,2,3.184727
SYN26875,2,3.187395
PZE.102006073,2,3.191417
PZE.102006128,2,3.231212
PZE.102006148,2,3.233846
PZE.102006385,2,3.384075
SYN23902,2,3.384246
SYN23903,2,3.384286
PZE.102006513,2,3.39623
SYN23899,2,3.406729
SYN23906,2,3.414974
SYN2660,2,3.551195
PUT.163a.60400663.3031,2,3.551704
PUT.163a.60400433.3024,2,3.551822
SYN2664,2,3.582667
SYN2674,2,3.585427
SYN2673,2,3.585447
PUT.163a.60346233.2546,2,3.589909
PUT.163a.148960677.577,2,3.61078
SYN2670,2,3.619142
SYN2669,2,3.619143
SYN2667,2,3.619443
PZE.102007336,2,3.703096
PZE.102007348,2,3.712368
PZE.102007366,2,3.740068
SYN9224,2,3.74309
SYN9222,2,3.743907
PUT.163a.78103662.4265,2,3.810809
SYN9223,2,3.811082
PUT.163a.148952002.523,2,3.811264
PZE.102007609,2,3.864082
PZE.102007615,2,3.864279
SYN23275,2,3.864338
SYN23277,2,3.864387
SYN23267,2,3.977905
SYN23271,2,3.979714
PZE.102008221,2,4.05538
SYN31709,2,4.059131
SYN31695,2,4.059808
SYN31693,2,4.059972
SYN31722,2,4.06016
SYN31708,2,4.060505
PUT.163a.74240952.3656,2,4.181878
SYN31699,2,4.182892
SYN31713,2,4.192376
SYN31700,2,4.194382
SYN31696,2,4.199031
SYN31703,2,4.212787
SYN31697,2,4.219214
SYN31108,2,4.305423
SYN31111,2,4.30844
SYN31118,2,4.308548
SYNGENTA10420,2,4.308824
PZE.102009749,2,4.327498
SYN31112,2,4.352857
PZE.102009755,2,4.371619
PZE.102009795,2,4.377056
SYN27836,2,4.519133
SYN3557,2,4.67961
SYN3550,2,4.679629
SYN3554,2,4.704609
SYN3551,2,4.704626
SYN3548,2,4.704898
SYN37550,2,4.839906
SYN37554,2,4.841803
SYN37569,2,4.844809
SYN37566,2,4.896785
SYN37559,2,4.896966
SYN37570,2,4.897509
SYN37561,2,4.898354
SYN27401,2,5.06968
PHM3334.4,2,5.070232
SYN27406,2,5.075189
SYN27403,2,5.075336
PZE.102011551,2,5.234907
SYN18883,2,5.276041
SYN18888,2,5.276962
SYN10369,2,5.384722
SYN10374,2,5.385007
SYN10378,2,5.385043
SYN10372,2,5.43055
SYN10381,2,5.430721
PZE.102011868,2,5.430761
PZE.102011885,2,5.431317
PZE.102011930,2,5.464757
SYN9295,2,5.473701
SYN9296,2,5.473708
SYN9293,2,5.473803
PZE.102012134,2,5.511975
PZE.102012595,2,5.56137
SYNGENTA13688,2,5.687027
SYNGENTA13689,2,5.687238
SYNGENTA13684,2,5.687463
SYN29492,2,5.824237
SYN29490,2,5.824544
SYN29488,2,5.824796
SYN29487,2,5.829899
SYN29495,2,5.830032
SYN29494,2,5.830181
SYN29491,2,5.831574
SYN29500,2,5.832189
SYN29499,2,5.832686
SYN29498,2,5.832687
PHM3309.8,2,5.845446
SYN27519,2,5.865712
PZE.102013856,2,6.002652
PZE.102013863,2,6.003075
PZE.102013873,2,6.00372
SYN27974,2,6.00379
PZE.102014011,2,6.010946
SYN27979,2,6.019614
SYN27978,2,6.020729
PZE.102014212,2,6.043141
PZE.102014226,2,6.051259
PZA00237.7,2,6.054334
PZA00237.6,2,6.054392
PZE.102014236,2,6.054619
SYN17795,2,6.103081
SYN7228,2,6.177083
SYN7225,2,6.177462
SYN7227,2,6.178634
SYN7214,2,6.200423
SYN7221,2,6.20193
SYN7235,2,6.202112
SYN7234,2,6.202137
SYN7218,2,6.338904
SYN7222,2,6.339009
SYN7219,2,6.356734
PZE.102015152,2,6.460008
SYN36443,2,6.468421
SYN36442,2,6.468486
SYN36439,2,6.46861
SYN36436,2,6.47267
ZM010067.0315,2,6.474114
PZA.001935010,2,6.4758
SYNGENTA1701,2,6.475981
SYNGENTA1700,2,6.476018
PZE.102015478,2,6.597726
PUT.163a.148972919.653,2,6.642514
PUT.163a.29946131.1834,2,6.642847
SYN2692,2,6.915358
SYN2690,2,6.915702
PZE.102016046,2,6.916522
PZE.102016234,2,6.98121
SYN2699,2,6.985209
PUT.163a.60342851.2464,2,6.992963
SYN2695,2,7.00123
PZE.102016464,2,7.051063
PZE.102016606,2,7.184696
PUT.163a.89762606.4702,2,7.19564
SYN9508,2,7.210593
PZE.102016761,2,7.221674
PZE.102016764,2,7.223054
SYN38137,2,7.270716
PZE.102016867,2,7.270899
SYN38134,2,7.278799
PUT.163a.149082994.868,2,7.296085
PUT.163a.149082994.865,2,7.296194
PZE.102017073,2,7.328513
PZE.102017134,2,7.42975
PZA03747.1,2,7.520382
PZE.102017205,2,7.527991
PZA03701.1,2,7.52826
PZA03700.2,2,7.529107
SYNGENTA16920,2,7.530982
SYNGENTA16918,2,7.531103
PZE.102017308,2,7.626708
PZE.102017304,2,7.626955
PZE.102017300,2,7.629622
SYN21515,2,7.665264
SYN21514,2,7.665288
PZE.102017443,2,7.669127
PZE.102017472,2,7.670757
PZE.102017798,2,7.95473
PZE.102017876,2,7.957481
PZE.102017883,2,7.957928
PZE.102017884,2,7.958016
PZE.102017930,2,8.041043
PZE.102017964,2,8.283139
PZE.102018005,2,8.291816
PZE.102018085,2,8.297874
PZE.102018100,2,8.304266
PZE.102018147,2,8.506036
PZE.102018300,2,8.785321
PZE.102018303,2,8.786903
PZE.102018319,2,8.808489
SYN18074,2,8.814853
SYN18075,2,8.814902
SYN18069,2,8.815645
SYN18073,2,8.816115
SYN18076,2,8.816173
SYN18072,2,8.816231
SYN18071,2,8.818887
SYN18070,2,8.818945
PZE.102018561,2,8.868879
SYN13000,2,8.876795
SYN12998,2,8.876844
SYN12984,2,8.894043
PUT.163a.60342470.2456,2,8.914167
SYN12981,2,8.917227
SYN12992,2,8.919501
SYN12986,2,8.923999
PZE.102018940,2,8.997706
PZE.102018944,2,9.000333
SYN6117,2,9.00471
SYN6126,2,9.005453
PZE.102019019,2,9.007608
SYN6123,2,9.014485
PUT.163a.21480943.1550,2,9.017689
PUT.163a.21480943.1549,2,9.017716
SYN6119,2,9.018608
SYN6131,2,9.018873
PZE.102019127,2,9.022971
SYN1143,2,9.089082
SYN1142,2,9.089085
SYN1135,2,9.090862
PZE.102019210,2,9.102607
PZE.102019299,2,9.113334
PZE.102019300,2,9.113734
SYN1128,2,9.118372
SYN1136,2,9.118506
SYN1130,2,9.119833
PZE.102019344,2,9.125181
SYN1137,2,9.12716
SYN1129,2,9.127463
SYN1131,2,9.128726
SYN1127,2,9.129179
SYN1141,2,9.130236
SYN1758,2,9.277829
SYN1750,2,9.318835
ZM007591.0454,2,9.361844
SYN4734,2,9.362569
SYN4732,2,9.362705
PUT.163a.71429779.3264,2,9.365634
SYN4731,2,9.366864
SYN4738,2,9.447506
SYN4736,2,9.447619
SYN4735,2,9.448476
PZB00089.4,2,9.450561
PZE.102020742,2,9.507467
SYN3561,2,9.507977
PZE.102021279,2,9.945149
PZA02272.3,2,9.966408
SYN11391,2,9.966671
SYN11383,2,9.974139
SYN11377,2,9.974893
PZE.102021389,2,9.974989
PZE.102021398,2,9.976145
PZE.102021400,2,9.976559
PZE.102021443,2,9.984374
SYN11386,2,9.988783
SYN11392,2,9.989554
SYN11378,2,9.990428
PZE.102021588,2,10.000816
PZE.102021627,2,10.002794
SYN11390,2,10.019352
SYN11382,2,10.020246
SYN5848,2,10.350309
SYN5847,2,10.375003
SYN5846,2,10.375919
SYN38155,2,10.388158
SYN38156,2,10.388541
SYN38158,2,10.392271
SYN38157,2,10.393868
PZE.102022207,2,10.491106
PZA00620.2,2,10.523031
SYN30570,2,10.52603
SYN30568,2,10.526237
SYN30586,2,10.526331
SYN30559,2,10.538005
SYN30583,2,10.538673
SYN30561,2,10.563567
SYN30558,2,10.574694
SYN30601,2,10.575804
SYN30573,2,10.576
SYN30613,2,10.576112
SYN30605,2,10.576148
SYN30609,2,10.576719
SYN30612,2,10.576824
SYN30576,2,10.577319
SYN30617,2,10.57747
SYN30610,2,10.577742
SYN30592,2,10.577861
SYN30607,2,10.577956
SYN30566,2,10.57807
SYN30624,2,10.578153
SYN30623,2,10.578203
SYN30579,2,10.609917
SYN30578,2,10.610515
SYN30574,2,10.611188
SYNGENTA0114,2,10.611256
SYN27881,2,10.611398
SYN27873,2,10.611482
SYN27870,2,10.611485
SYN27876,2,10.61166
SYN27866,2,10.61371
SYN37971,2,10.784007
SYN37965,2,10.784488
SYN37966,2,10.789364
SYN37976,2,10.790249
SYN37974,2,10.790276
PZE.102023557,2,10.879174
PZE.102023605,2,11.060636
PZE.102023608,2,11.060824
SYN32566,2,11.061031
PZE.102023677,2,11.141922
PHM482.27,2,11.208693
PZE.102023745,2,11.209336
SYN13008,2,11.374104
SYN13012,2,11.374626
SYN13011,2,11.375127
SYN13013,2,11.376649
PZE.102024868,2,11.67408
SYN5491,2,11.770165
PZE.102025684,2,11.956598
SYN456,2,11.957293
SYN7623,2,11.992097
SYN7624,2,11.992112
SYN7628,2,11.992345
SYN7630,2,11.992429
SYN7634,2,11.99264
SYN7627,2,11.99268
SYN7615,2,11.992787
SYN7640,2,11.993013
SYN7635,2,11.99307
SYN7629,2,11.993546
SYN7605,2,12.004045
SYN7614,2,12.017338
SYN7617,2,12.033757
SYN7607,2,12.03394
SYN7620,2,12.034324
SYN7611,2,12.034465
PZE.102026049,2,12.074309
SYN7609,2,12.10677
SYN7625,2,12.110014
PUT.163a.86466121.4477,2,12.110186
SYN7604,2,12.110442
SYN7612,2,12.110675
SYN7603,2,12.112712
SYN7619,2,12.136902
PZE.102026245,2,12.137029
SYN16784,2,12.204238
SYN16785,2,12.204273
SYN16782,2,12.20657
SYN36013,2,12.357762
PUT.163a.71298965.3057,2,12.35954
ZM013413.0669,2,12.359624
zfl2.9,2,12.651575
SYN24701,2,12.692172
SYN24698,2,12.692523
SYN24702,2,12.692972
PZE.102027555,2,12.809187
PZE.102027559,2,12.809339
PZE.102027614,2,12.811763
SYN2402,2,13.033372
PZE.102027971,2,13.16157
PZE.102028032,2,13.290547
SYN6385,2,13.291895
PZE.102028039,2,13.292249
PZE.102028040,2,13.29228
PZE.102028065,2,13.294882
PZE.102028319,2,13.30938
SYN6386,2,13.315619
SYN6387,2,13.315631
SYN6382,2,13.356722
SYN6381,2,13.358072
PZE.102028547,2,13.359124
SYN6380,2,13.359197
PZE.102028584,2,13.389433
SYN12458,2,13.412002
SYN12456,2,13.412596
PZE.102029329,2,13.65534
SYN6578,2,13.790546
SYN6585,2,13.792139
PZE.102029697,2,13.839434
PZA00108.12,2,13.858975
PZE.102029739,2,13.871252
PZE.102029815,2,13.877194
PZE.102029821,2,13.881004
PZE.102029835,2,13.886962
PZE.102029945,2,14.115863
PZE.102029967,2,14.119083
PZE.102030195,2,14.234393
PZE.102030524,2,14.279052
PZE.102030702,2,14.349419
PZE.102030787,2,14.413805
PZE.102030819,2,14.459528
SYN9584,2,14.474057
PZE.102031002,2,14.480651
PZE.102031276,2,14.560607
SYN240,2,14.69728
PUT.163a.31406116.1928,2,14.732506
PZE.102031753,2,14.811244
SYN8776,2,14.816152
SYN8775,2,14.816486
SYN8782,2,14.847209
SYN8783,2,14.847219
PZA01753.1,2,14.8481
SYN10141,2,14.891869
PZE.102031880,2,14.902256
PZE.102031950,2,14.904539
PZE.102032169,2,15.03002
PZE.102032198,2,15.033622
PZE.102032234,2,15.036554
PZE.102032347,2,15.137031
PZE.102032348,2,15.137052
SYN3308,2,15.144581
PZE.102032550,2,15.258064
SYN3306,2,15.28257
SYN3307,2,15.282573
SYN3312,2,15.284486
PZE.102032700,2,15.354344
PZE.102033041,2,15.588725
PZA02337.4,2,15.591377
SYN14434,2,15.903978
SYN14433,2,15.920336
SYN7473,2,15.984204
PZE.102033544,2,15.984454
SYN7484,2,15.988039
SYN7470,2,15.988242
SYN7482,2,15.988353
SYN7480,2,15.988377
PZE.102033603,2,15.988436
SYN7465,2,15.988449
SYN7471,2,15.988816
PZE.102033615,2,15.990447
SYN7477,2,15.996366
SYN7466,2,16.000267
SYN7467,2,16.007095
SYN7479,2,16.007566
PZE.102033959,2,16.03247
PZE.102033966,2,16.03287
PZE.102034078,2,16.049694
SYN266,2,16.134161
SYN268,2,16.135537
SYN264,2,16.138381
ZM013916.0407,2,16.13856
SYN263,2,16.142879
SYN8397,2,16.362603
PZE.102034797,2,16.543512
PZE.102034911,2,16.562505
PZE.102034918,2,16.562938
PZE.110090205,2,16.850755
PZE.110090200,2,16.851351
PZE.110090193,2,16.851482
PZE.110090126,2,16.857019
PZE.110090076,2,16.861557
PZE.110090075,2,16.861586
PZE.110090052,2,16.862362
PZE.110089917,2,16.95164
PZE.110089816,2,17.094515
PZE.110089752,2,17.271671
PZE.110089707,2,17.275496
PZE.110089655,2,17.27743
PZE.110089645,2,17.27863
PZA03501.1,2,17.280632
PZE.110089537,2,17.284239
PZE.110089526,2,17.284765
SYN9947,2,17.400344
ZM011415.0567,2,17.497882
PZE.102035734,2,17.553181
PZE.102035737,2,17.553266
PZE.102035774,2,17.557957
SYN36634,2,17.563056
PZE.102035884,2,17.565632
PUT.163a.60356862.2813,2,17.573027
PZE.102035948,2,17.715966
SYN27290,2,17.719923
SYN27288,2,17.723017
PZE.102036053,2,17.778805
PZE.102036055,2,17.778989
PZE.102036373,2,18.0602
SYN18094,2,18.101697
SYN18095,2,18.10177
SYN18093,2,18.103625
PZE.102036427,2,18.16856
PZE.102036584,2,18.23206
SYN20384,2,18.300493
SYN29780,2,18.416151
SYN29778,2,18.417609
PZE.102037030,2,18.422607
PZE.102037260,2,18.52806
PZE.102037264,2,18.528739
PZE.102037297,2,18.611927
PZE.102037312,2,18.621484
PZE.102037347,2,18.626708
PZE.102037401,2,18.697026
PZE.102037684,2,18.744802
PZE.102037657,2,18.755612
PZE.102037650,2,18.756202
PZE.102037649,2,18.756322
ZM012239.0302,2,18.756568
SYN20892,2,18.758547
SYN20893,2,18.758575
PZE.102037541,2,18.759777
PZE.102037524,2,18.767858
PZA03442.1,2,18.829182
PZE.102037806,2,18.832134
PZE.102037839,2,18.834598
