# Physical map (mm10) for Recla et al. (2019) DO data (https://doi.org/10.1097/j.pain.0000000000001571)
# nrow 74906
# ncol 3
marker,chr,Mbp_mm10
UNC11502976,6,83.415924
UNC11503636,6,83.474613
UNC11504615,6,83.554591
UNC11505018,6,83.577713
UNC060134544,6,83.621585
UNC11506105,6,83.645286
JAX00616101,6,83.663681
UNC11507130,6,83.723484
UNC11507375,6,83.748204
UNC11507910,6,83.807612
UNC11508538,6,83.876255
UNC11508869,6,83.934117
UNC11509045,6,83.991448
UNC11509584,6,84.040327
UNC11510420,6,84.081324
JAX00230078,6,84.161553
UNC11511478,6,84.179155
UNC11512110,6,84.232702
UNC11512770,6,84.279896
UNC11513451,6,84.335908
UNC11513958,6,84.370291
UNC11515137,6,84.446707
UNC11515582,6,84.479843
UNC11516309,6,84.529447
UNC060135143,6,84.548175
UNC11517152,6,84.630358
UNC11517256,6,84.667364
UNC11517362,6,84.712906
UNC11517601,6,84.790224
UNC11518055,6,84.890302
UNC060135212,6,84.895149
UNC11518502,6,84.973672
UNC11518626,6,85.002055
JAX00616288,6,85.116254
UNC11519471,6,85.127344
UNC11519960,6,85.186641
JAX00616303,6,85.254678
UNC060387481,6,85.269555
UNC11520628,6,85.290122
UNC11521059,6,85.354462
UNC11521501,6,85.411819
JAX00616325,6,85.428513
UNC11521808,6,85.474784
JAX00616342,6,85.539382
UNC11522943,6,85.56565
UNC11523350,6,85.653358
UNC11523640,6,85.81169
UNC060135687,6,85.822282
UNC11523877,6,85.853764
UNC11524271,6,85.926082
JAX00143482,6,85.973454
UNC11524637,6,85.979473
UNC11525359,6,86.04543
UNC11525876,6,86.085199
JAX00616453,6,86.101375
UNC11526578,6,86.149191
backupJAX00616476,6,86.219464
JAX00143503,6,86.237411
UNC11528138,6,86.258492
UNC11529212,6,86.324238
UNC11530131,6,86.392022
UNC11530506,6,86.433485
UNC11531113,6,86.495739
UNC060137317,6,86.497635
UNC11531638,6,86.543432
UNC11532133,6,86.594883
UNC11532588,6,86.640835
UNC11533521,6,86.737787
UNC11534025,6,86.764413
UNC060138179,6,86.812006
UNC11535326,6,86.849215
JAX00143550,6,86.850979
UNC11535560,6,86.87396
JAX00616600,6,86.880485
JAX00616624,6,86.924265
UNC11536564,6,86.967224
UNC11536768,6,86.982654
UNC11537779,6,87.055821
JAX00143568,6,87.109657
UNC11538480,6,87.119661
UNC11539367,6,87.181366
UNC060139241,6,87.184105
UNC11541134,6,87.295146
UNC11541883,6,87.355664
UNC11542578,6,87.395933
UNC11543849,6,87.488995
UNC11544380,6,87.522291
UNC11544765,6,87.552149
backupJAX00143602,6,87.556842
UNC11546358,6,87.648086
UNC11547178,6,87.711982
UNC11547873,6,87.755084
UNC11548556,6,87.807246
backupJAX00143623,6,87.846611
UNC11549704,6,87.897062
JAX00616828,6,87.966925
UNC11551066,6,87.997797
UNC11551488,6,88.032064
JAX00616847,6,88.069812
UNC11552314,6,88.101097
JAX00616850,6,88.106129
UNC11552932,6,88.151407
UNC11553428,6,88.211869
JAX00616867,6,88.231966
UNC11553955,6,88.261556
UNC11554473,6,88.3421
UNC11554818,6,88.388848
JAX00616898,6,88.398533
UNC11555406,6,88.456983
UNC11555784,6,88.483676
UNC060388048,6,88.502703
UNC11557049,6,88.57576
UNC11557076,6,88.577696
JAX00143680,6,88.603348
UNC11557981,6,88.641138
UNC11558989,6,88.725688
UNC11559561,6,88.779364
UNC11560536,6,88.859976
UNC11560927,6,88.895224
JAX00143702,6,88.904334
UNC11561894,6,88.965905
JAX00617029,6,88.972895
UNC11562061,6,88.977454
UNC11563536,6,89.063163
UNC11564421,6,89.124333
UNC11564970,6,89.167254
UNC11565413,6,89.235829
UNC11566037,6,89.281257
UNC060142263,6,89.358373
UNC11566754,6,89.361128
JAX00143737,6,89.370565
UNC11567068,6,89.401618
UNC11567349,6,89.469188
JAX00617113,6,89.470893
UNC11567464,6,89.492398
UNC060142371,6,89.50341
UNC11567769,6,89.558471
UNC11568337,6,89.627533
UNC11568762,6,89.675281
UNC11569214,6,89.718153
backupJAX00143772,6,89.814351
JAX00617150,6,89.846195
UNC11570568,6,89.861413
UNC11571047,6,89.918557
UNC11571349,6,89.975071
UNC11571653,6,90.088915
UNC11572055,6,90.201984
JAX00617202,6,90.20441
UNC11572589,6,90.270809
UNC11572908,6,90.317625
JAX00617237,6,90.346654
JAX00617241,6,90.356072
UNC11573418,6,90.365362
UNC11573810,6,90.416538
JAX00143819,6,90.456021
UNC11574389,6,90.538198
UNC060142635,6,90.565781
JAX00617278,6,90.592526
UNC11574769,6,90.613558
UNC11574995,6,90.64411
UNC11575572,6,90.711377
UNC060142978,6,90.76079
UNC11576187,6,90.772143
UNC11576573,6,90.812934
UNC11576748,6,90.829849
UNC11576876,6,90.840211
UNC11577021,6,90.856834
UNC11577105,6,90.865899
UNC11577226,6,90.877586
JAX00617348,6,90.88686
UNC11577366,6,90.889637
JAX00143852,6,90.895364
JAX00617353,6,90.899079
UNC11577478,6,90.901473
UNC11577555,6,90.913266
UNC11577615,6,90.92382
UNC11577682,6,90.931724
UNC11577776,6,90.947152
UNC11577839,6,90.959429
UNC11577904,6,90.968686
UNC11577985,6,90.980157
UNC11578034,6,90.991763
UNC11578091,6,91.002341
UNC11578180,6,91.011837
JAX00617374,6,91.014985
UNC11578312,6,91.024291
UNC11578481,6,91.03742
UNC11578600,6,91.049687
UNC11578728,6,91.06024
JAX00617390,6,91.06762
UNC11578930,6,91.072926
UNC11579041,6,91.09143
UNC11579176,6,91.100321
UNC11579334,6,91.115911
UNC11579444,6,91.124481
UNC11579520,6,91.135464
UNC060390737,6,91.141938
UNC11579662,6,91.145891
UNC11579821,6,91.158213
UNC11580130,6,91.184795
UNC11580223,6,91.192896
JAX00617425,6,91.197572
UNC11580387,6,91.207875
UNC11580482,6,91.218373
UNC11580633,6,91.232461
UNC11580864,6,91.25017
JAX00143878,6,91.259333
UNC11581278,6,91.282681
UNC11581636,6,91.314833
UNC11581894,6,91.351108
UNC11582267,6,91.401585
UNC11582726,6,91.440273
JAX00617469,6,91.467178
UNC11583181,6,91.474952
JAX00617480,6,91.484492
UNC11583547,6,91.515936
UNC11583955,6,91.56835
UNC11584480,6,91.608093
backupUNC061302634,6,91.651726
UNC11585091,6,91.654033
UNC11585582,6,91.706864
UNC11585840,6,91.738993
UNC11586368,6,91.788636
UNC11587267,6,91.852389
UNC11588029,6,91.907015
UNC11588417,6,91.94549
UNC060144725,6,91.993066
UNC11589079,6,91.993992
JAX00617568,6,92.001893
UNC11589566,6,92.022224
JAX00617587,6,92.034388
UNC11589980,6,92.044114
JAX00617604,6,92.074931
UNC11590613,6,92.091043
UNC11590876,6,92.140135
UNC11591018,6,92.175328
UNC11591527,6,92.220017
JAX00617630,6,92.222938
UNC060391153,6,92.264527
UNC11592705,6,92.286983
UNC11593199,6,92.331239
UNC11593993,6,92.386283
JAX00617672,6,92.387921
UNC11594458,6,92.412214
UNC11594896,6,92.445687
UNC11595526,6,92.499018
UNC11595984,6,92.531009
UNC11596384,6,92.579984
JAX00617726,6,92.59091
JAX00617731,6,92.599768
UNC11596711,6,92.602487
JAX00143979,6,92.615833
JAX00617744,6,92.638094
UNC11597356,6,92.659819
JAX00617754,6,92.677542
UNC11597663,6,92.680385
UNC11597839,6,92.690498
UNC11597861,6,92.691738
UNC11597864,6,92.692043
UNC11597890,6,92.693156
UNC11597897,6,92.69353
JAX00143986,6,92.69395
UNC11597918,6,92.694465
UNC11597928,6,92.69632
UNC11597939,6,92.696843
UNC11597949,6,92.697534
UNC11597956,6,92.698289
UNC11597963,6,92.699082
UNC11597974,6,92.700525
UNC11597991,6,92.701681
JAX00143987,6,92.702571
UNC11598010,6,92.703126
UNC11598015,6,92.703832
UNC11598023,6,92.705568
UNC11598063,6,92.710178
UNC11598081,6,92.711194
JAX00617770,6,92.718461
UNC11598625,6,92.746322
UNC11599025,6,92.775005
UNC11599624,6,92.806381
UNC11599965,6,92.836856
UNC11600415,6,92.866432
JAX00617806,6,92.880896
UNC11600735,6,92.885261
UNC11601492,6,92.925127
UNC11601957,6,92.950606
backupUNC060146146,6,92.954664
UNC11602221,6,92.969825
UNC11602765,6,93.006582
UNC11603105,6,93.035402
JAX00617840,6,93.047293
JAX00144014,6,93.06027
UNC11603609,6,93.062216
UNC11603852,6,93.080335
UNC11604302,6,93.121102
JAX00144023,6,93.173485
UNC11605314,6,93.18413
JAX00617884,6,93.199584
UNC11605577,6,93.205796
UNC11606109,6,93.242168
backupUNC060391609,6,93.256407
UNC11606332,6,93.259056
JAX00617901,6,93.265882
UNC11606666,6,93.280061
UNC11607206,6,93.322599
JAX00617925,6,93.362372
UNC11607566,6,93.363185
UNC11607725,6,93.372502
JAX00617938,6,93.395343
UNC11608008,6,93.404338
UNC11608619,6,93.442728
JAX00617952,6,93.44446
UNC11608863,6,93.464182
UNC11609258,6,93.491409
UNC11609900,6,93.527025
JAX00617974,6,93.532997
UNC11610397,6,93.555049
JAX00617992,6,93.573088
UNC11610983,6,93.581016
UNC11611234,6,93.599214
UNC11612100,6,93.646348
UNC060339573,6,93.647914
JAX00618027,6,93.655546
UNC11612578,6,93.671571
UNC11612802,6,93.692674
JAX00144060,6,93.700706
UNC11613154,6,93.725017
backupJAX00618058,6,93.741292
UNC11613547,6,93.749643
UNC11613920,6,93.773237
UNC11614615,6,93.818773
UNC11614709,6,93.828027
UNC11615363,6,93.867339
UNC11616060,6,93.91524
UNC11616626,6,93.957551
UNC11616917,6,93.978719
UNC11617247,6,93.998389
UNC11617888,6,94.038071
UNC11618193,6,94.064769
UNC11618478,6,94.090035
UNC11618975,6,94.116609
UNC11619555,6,94.148524
UNC11620042,6,94.179552
UNC11621041,6,94.239329
UNC11621530,6,94.268595
UNC11621837,6,94.29167
UNC11622094,6,94.312706
UNC11622706,6,94.350714
UNC11623042,6,94.371355
UNC11623527,6,94.396242
UNC11624466,6,94.43869
JAX00618230,6,94.439567
UNC11624948,6,94.464841
JAX00144120,6,94.503144
UNC11625676,6,94.515355
UNC11626162,6,94.548566
JAX00618255,6,94.576417
UNC11626584,6,94.579905
JAX00618265,6,94.589553
UNC11626931,6,94.603041
JAX00618275,6,94.611102
JAX00144135,6,94.67566
UNC11627948,6,94.68051
UNC11628941,6,94.749966
UNC11629347,6,94.780244
UNC11629675,6,94.803376
UNC11630270,6,94.835664
UNC11630865,6,94.8681
UNC11631379,6,94.899638
UNC11631527,6,94.909039
backupUNC060149120,6,94.912716
UNC11632208,6,94.948769
UNC11632699,6,94.978419
UNC11633243,6,95.012369
UNC11633665,6,95.036694
JAX00618402,6,95.049548
UNC11634161,6,95.071804
UNC11634388,6,95.092397
UNC11634935,6,95.121294
UNC11635227,6,95.151066
backupUNC061321194,6,95.167885
JAX00618432,6,95.180277
UNC11636012,6,95.206924
UNC11636397,6,95.234135
JAX00144178,6,95.25756
UNC11636872,6,95.268743
UNC11637034,6,95.28226
UNC11637811,6,95.330397
UNC11637914,6,95.336475
UNC11638651,6,95.381504
UNC11638975,6,95.408553
UNC11639126,6,95.431243
UNC11639632,6,95.464056
UNC11640025,6,95.493397
UNC11641013,6,95.561197
UNC11641429,6,95.582887
backupJAX00144209,6,95.674095
UNC11642770,6,95.695944
UNC11644170,6,95.787561
JAX00144223,6,95.856096
UNC11644788,6,95.873567
JAX00618630,6,95.933726
JAX00618638,6,95.980389
UNC11647086,6,96.046178
JAX00230346,6,96.125781
UNC11648297,6,96.127669
UNC11649345,6,96.213416
UNC11651584,6,96.382227
UNC11652681,6,96.47728
JAX00618724,6,96.533465
UNC11653550,6,96.536637
JAX00618741,6,96.583188
JAX00618755,6,96.646992
UNC060392974,6,96.647225
UNC11656094,6,96.71708
UNC11656874,6,96.800636
UNC11657746,6,96.892128
JAX00618804,6,96.939245
UNC11659055,6,97.013332
backupUNC060149691,6,97.014438
UNC11659971,6,97.069173
UNC11660653,6,97.118473
JAX00618857,6,97.160108
UNC11661983,6,97.22085
JAX00618865,6,97.247926
UNC11662636,6,97.274241
JAX00144337,6,97.369577
UNC061339164,6,97.486446
UNC11666441,6,97.511346
UNC11667614,6,97.570077
UNC11668499,6,97.631175
JAX00618969,6,97.64692
JAX00618977,6,97.691371
UNC11669759,6,97.716775
UNC11671256,6,97.821351
JAX00619014,6,97.839838
UNC11672490,6,97.910079
UNC11673694,6,97.989549
UNC060396166,6,98.010211
UNC11673980,6,98.0122
UNC11674135,6,98.028262
UNC11674487,6,98.049786
UNC11674883,6,98.072824
UNC11675328,6,98.105376
UNC11675408,6,98.118995
UNC11675650,6,98.139125
UNC061344384,6,98.150016
UNC11675992,6,98.167281
UNC11676117,6,98.174212
JAX00619107,6,98.195468
JAX00619111,6,98.205222
UNC11676708,6,98.207158
UNC11676992,6,98.23666
UNC11677149,6,98.249253
UNC11677298,6,98.262234
UNC11677682,6,98.289294
UNC11677837,6,98.308928
JAX00144409,6,98.327023
UNC11678084,6,98.343556
UNC11678118,6,98.349975
UNC11678336,6,98.377912
UNC11678665,6,98.400483
JAX00619147,6,98.410472
UNC11678907,6,98.417704
UNC11679029,6,98.439475
UNC11679140,6,98.460009
UNC11679308,6,98.478318
UNC11679555,6,98.507123
UNC11679694,6,98.521267
UNC11680057,6,98.552358
UNC11680233,6,98.573721
JAX00619191,6,98.5868
UNC11680526,6,98.599871
JAX00144429,6,98.615101
UNC11680687,6,98.61626
JAX00619199,6,98.635106
UNC11680911,6,98.642476
UNC11681120,6,98.659754
JAX00619204,6,98.668058
UNC11681375,6,98.682363
UNC11681670,6,98.711383
UNC11681780,6,98.724348
UNC11682033,6,98.746177
JAX00619218,6,98.769557
UNC11682302,6,98.774824
UNC11682471,6,98.791295
UNC11682676,6,98.814962
UNC11683194,6,98.856512
UNC11683445,6,98.878346
UNC11683661,6,98.900333
UNC11683928,6,98.923802
UNC11684053,6,98.939363
JAX00619246,6,98.945482
UNC060396926,6,98.947593
JAX00619250,6,98.95946
UNC11684299,6,98.970314
UNC11684451,6,98.985966
UNC11684681,6,99.008658
UNC11684861,6,99.033682
UNC11685023,6,99.049754
JAX00619270,6,99.068518
UNC11685173,6,99.073356
UNC11685393,6,99.09341
UNC11685604,6,99.115408
UNC11685833,6,99.136489
UNC11686084,6,99.155234
UNC11686344,6,99.181348
UNC11686517,6,99.202479
backupJAX00144476,6,99.219549
UNC11687032,6,99.245334
UNC11687334,6,99.26684
UNC11687652,6,99.290267
UNC11687867,6,99.305021
UNC11688144,6,99.331148
UNC11688275,6,99.353891
UNC11688452,6,99.377564
UNC11688718,6,99.397119
UNC11688888,6,99.414845
UNC11689097,6,99.441616
UNC11689548,6,99.483386
UNC11689790,6,99.509439
UNC11689902,6,99.53546
UNC11690071,6,99.552114
JAX00619338,6,99.559055
UNC11690268,6,99.570138
UNC060308920,6,99.590493
UNC11690455,6,99.591368
UNC11690620,6,99.610779
UNC11690845,6,99.637221
UNC11691097,6,99.651422
UNC11691402,6,99.679238
UNC11691536,6,99.697488
UNC11691749,6,99.72391
UNC11691915,6,99.745162
UNC11692179,6,99.766044
UNC11692521,6,99.78381
UNC11692985,6,99.81054
JAX00619391,6,99.818059
UNC11693253,6,99.82514
UNC11693620,6,99.846891
UNC11694029,6,99.880235
UNC11694271,6,99.896633
UNC11694638,6,99.917402
JAX00144529,6,99.934485
UNC11695185,6,99.946721
UNC11695457,6,99.961424
UNC11695750,6,99.97668
UNC11696159,6,100.003896
UNC11696425,6,100.023395
UNC11697012,6,100.05244
UNC11697194,6,100.062531
UNC11697764,6,100.091899
UNC11698215,6,100.114031
backupJAX00230442,6,100.132302
JAX00144543,6,100.132552
UNC11698599,6,100.135016
UNC11698787,6,100.148779
JAX00619480,6,100.178045
UNC11699195,6,100.179519
UNC11699511,6,100.199471
UNC11699864,6,100.222412
UNC11700207,6,100.258796
UNC11700619,6,100.300217
JAX00619524,6,100.339372
backupUNC061361239,6,100.357595
UNC11701754,6,100.372423
JAX00619559,6,100.421354
UNC11702660,6,100.429064
UNC11703540,6,100.481422
JAX00619572,6,100.485064
UNC11704553,6,100.537019
JAX00619601,6,100.595631
UNC11705763,6,100.604418
UNC11706510,6,100.646694
UNC11707616,6,100.701011
JAX00619637,6,100.710282
UNC11708335,6,100.747546
UNC11709431,6,100.823904
UNC11709874,6,100.869727
UNC11710609,6,100.921706
UNC11711387,6,100.973885
JAX00619761,6,100.992
UNC11711967,6,101.014679
UNC060150606,6,101.045373
UNC11712919,6,101.076245
UNC11714537,6,101.173347
UNC060309101,6,101.256822
UNC11715814,6,101.268852
JAX00619864,6,101.285752
UNC11716321,6,101.303179
UNC11717354,6,101.361281
UNC11718330,6,101.418216
UNC11719179,6,101.47456
UNC11719601,6,101.500566
UNC11720772,6,101.564768
UNC11721970,6,101.654248
JAX00620027,6,101.666183
UNC11722825,6,101.705192
UNC11723261,6,101.722329
UNC11724311,6,101.796729
UNC11725017,6,101.840991
UNC11725924,6,101.902807
UNC11726746,6,101.963504
JAX00144685,6,102.01417
UNC11727516,6,102.023035
UNC11728385,6,102.078015
UNC11728782,6,102.110455
UNC11729970,6,102.185985
UNC11730998,6,102.253112
UNC11731557,6,102.279575
UNC060151946,6,102.303542
JAX00144709,6,102.335926
UNC11732644,6,102.352697
UNC11733165,6,102.387873
UNC11733659,6,102.431561
JAX00189916,6,102.48907
UNC11734899,6,102.50899
UNC11735535,6,102.558456
JAX00620250,6,102.582643
UNC11736038,6,102.610015
UNC11736701,6,102.676381
UNC11737565,6,102.733247
UNC11738091,6,102.762674
JAX00144743,6,102.774679
UNC11738961,6,102.843954
UNC11739350,6,102.873361
JAX00620340,6,102.953161
UNC11740270,6,102.953593
backupUNC061743547,6,103.008849
UNC11741537,6,103.014503
UNC11742557,6,103.087511
UNC11742674,6,103.099228
UNC11744722,6,103.225546
UNC11745264,6,103.269308
UNC060397344,6,103.317058
UNC11746299,6,103.341986
UNC11746979,6,103.379756
UNC11748631,6,103.47084
UNC11748744,6,103.477724
UNC11749664,6,103.530621
JAX00620443,6,103.556704
UNC11750984,6,103.626384
JAX00620484,6,103.691606
UNC11752798,6,103.727038
UNC11753465,6,103.777678
backupUNC060153956,6,103.780594
UNC11754079,6,103.818523
UNC11754831,6,103.874889
UNC11755348,6,103.941341
UNC11755839,6,103.992358
JAX00144836,6,104.02971
UNC11756353,6,104.040327
UNC11756925,6,104.085524
JAX00620610,6,104.098638
UNC061391807,6,104.146595
UNC11758133,6,104.180074
UNC11759911,6,104.309464
JAX00144860,6,104.352807
UNC11760945,6,104.428536
backupJAX00620688,6,104.49103
JAX00620697,6,104.537917
UNC11762973,6,104.64069
UNC11764715,6,104.789323
UNC11766252,6,104.87995
UNC11767408,6,104.976536
JAX00620808,6,105.065279
UNC11769656,6,105.178174
JAX00620842,6,105.259313
UNC11772792,6,105.472279
UNC060159784,6,105.563875
UNC11775252,6,105.672346
UNC11775741,6,105.706503
backupUNC060400697,6,105.710893
JAX00230584,6,105.744839
UNC11777963,6,105.901277
JAX00144982,6,105.98313
JAX00144998,6,106.185581
UNC11781373,6,106.241793
UNC11782853,6,106.378035
JAX00145015,6,106.431623
UNC11783992,6,106.47055
backupUNC060402519,6,106.476792
UNC11786559,6,106.609004
JAX00621118,6,106.661797
UNC11788372,6,106.723625
JAX00145040,6,106.744815
JAX00145048,6,106.860441
JAX00621198,6,106.89439
UNC11791014,6,106.917339
JAX00230614,6,107.05567
UNC11793991,6,107.086631
UNC060167855,6,107.179114
JAX00230618,6,107.193935
UNC11796563,6,107.254923
UNC11796640,6,107.263421
UNC11796831,6,107.276194
UNC11796938,6,107.281922
UNC11797074,6,107.302514
UNC11797236,6,107.3128
UNC11797337,6,107.321319
UNC11797424,6,107.329131
UNC11797539,6,107.343793
UNC11797606,6,107.356412
UNC11797732,6,107.362936
UNC11797993,6,107.382038
UNC11798048,6,107.38679
UNC11798319,6,107.403506
UNC11798433,6,107.414277
UNC11798589,6,107.424469
UNC11798801,6,107.438653
JAX00621327,6,107.444306
UNC11799183,6,107.461543
JAX00145094,6,107.469455
UNC11799280,6,107.472344
UNC11799346,6,107.479664
UNC11799420,6,107.490857
UNC11799629,6,107.504718
UNC11799811,6,107.513256
UNC11800127,6,107.53507
UNC11800200,6,107.540661
UNC11800421,6,107.553613
UNC11800580,6,107.565044
UNC11800682,6,107.574528
UNC11800830,6,107.586405
UNC11800973,6,107.600496
UNC11801022,6,107.605988
UNC11801193,6,107.622859
JAX00621373,6,107.629886
UNC11801325,6,107.630795
UNC11801618,6,107.650937
UNC11801675,6,107.653981
UNC11801814,6,107.669888
UNC11801854,6,107.680969
UNC11801893,6,107.690915
UNC11802090,6,107.70442
backupUNC060168022,6,107.709252
UNC11802217,6,107.710734
JAX00145112,6,107.7114
UNC11802290,6,107.722888
JAX00145114,6,107.73597
UNC11802454,6,107.737001
UNC11802671,6,107.750862
UNC11802831,6,107.762677
JAX00145116,6,107.77126
UNC11803033,6,107.779582
JAX00145119,6,107.794367
UNC11803230,6,107.795865
UNC11804012,6,107.852624
UNC11804585,6,107.898761
UNC11805095,6,107.962029
UNC11805607,6,107.999581
JAX00145136,6,108.025904
UNC11806053,6,108.053859
UNC11806630,6,108.097588
UNC11807453,6,108.14684
UNC060169921,6,108.148783
UNC11807935,6,108.179287
UNC11808856,6,108.233833
JAX00621494,6,108.264195
UNC11809533,6,108.289724
JAX00145159,6,108.351929
JAX00621525,6,108.359902
UNC11811120,6,108.393515
UNC11812212,6,108.453058
UNC061416734,6,108.485887
UNC11813021,6,108.516765
JAX00621600,6,108.541078
UNC11813639,6,108.559897
UNC11814232,6,108.606064
UNC11814673,6,108.638271
UNC11815336,6,108.686874
UNC060171399,6,108.762761
UNC11816942,6,108.77541
UNC11817114,6,108.78542
UNC11817969,6,108.852464
JAX00621707,6,108.904658
UNC11819346,6,108.926821
UNC11819451,6,108.939578
JAX00621738,6,108.968834
UNC060404353,6,109.007798
UNC11820515,6,109.037799
UNC11821391,6,109.140941
JAX00621782,6,109.149935
UNC11822317,6,109.204082
UNC11823044,6,109.260535
UNC11823561,6,109.309565
UNC11824157,6,109.345711
UNC11825422,6,109.436871
UNC11825846,6,109.467808
UNC11826666,6,109.521818
UNC060173150,6,109.548155
UNC11827418,6,109.566463
UNC11828022,6,109.614328
UNC11828771,6,109.664233
UNC11829374,6,109.719401
UNC060405398,6,109.738348
UNC11829770,6,109.744684
UNC11830957,6,109.802301
UNC11831689,6,109.846734
UNC11833094,6,109.919411
UNC11834106,6,109.983756
UNC11834507,6,110.016556
UNC11835443,6,110.105315
JAX00145296,6,110.168679
UNC11836588,6,110.174002
JAX00145297,6,110.174917
UNC11837436,6,110.233088
UNC11838127,6,110.27582
backupUNC060175628,6,110.313798
UNC11838976,6,110.330138
JAX00622006,6,110.344261
UNC11839626,6,110.375572
JAX00145311,6,110.37669
UNC11840032,6,110.406877
JAX00622018,6,110.425529
UNC11841141,6,110.471066
JAX00622031,6,110.488612
UNC11841886,6,110.526157
UNC11842463,6,110.563901
JAX00622044,6,110.58105
UNC11843782,6,110.632962
backupUNC060176115,6,110.64826
UNC11844161,6,110.663003
UNC11845982,6,110.787693
UNC11846363,6,110.808395
JAX00622082,6,110.83632
UNC11847552,6,110.880766
UNC11848075,6,110.913311
JAX00145355,6,110.950675
UNC11849303,6,110.98994
UNC11849945,6,111.039551
UNC11850399,6,111.060313
JAX00145363,6,111.061586
JAX00145371,6,111.192452
UNC11852887,6,111.225113
UNC11854456,6,111.314324
JAX00145385,6,111.335374
UNC11855475,6,111.371032
UNC060311198,6,111.377933
UNC11856222,6,111.436724
JAX00622204,6,111.450507
JAX00622212,6,111.494398
UNC11857102,6,111.510598
UNC11857487,6,111.533971
UNC11858000,6,111.59158
JAX00622231,6,111.627896
UNC11859083,6,111.657489
UNC11859490,6,111.69057
UNC060180359,6,111.753458
UNC11861329,6,111.800074
JAX00622271,6,111.820265
UNC11861968,6,111.842742
UNC11862792,6,111.892807
UNC11863739,6,111.957671
UNC11864158,6,111.986862
UNC11865114,6,112.052888
UNC11865647,6,112.092824
UNC11866416,6,112.144112
JAX00145446,6,112.166517
JAX00622362,6,112.224014
UNC11868058,6,112.255837
UNC060409167,6,112.256246
